user,day,user_day_label,actor_label,embedding_ocsvm_score,pred_alert
NMS0280,2011-04-26,0,0,-21.567438235016766,0
SJF0094,2010-03-26,0,0,-0.4833728975173699,0
HGH0595,2010-08-24,0,0,-3.6442671602233077,0
IMP0530,2010-06-08,0,0,-19.830551687494108,0
ICS0956,2010-01-27,0,0,-3.7022810571497757,0
EJW0884,2010-01-05,0,0,-20.88987158352893,0
HTH0007,2011-02-09,0,0,-24.209480026264828,0
SBH0537,2010-05-07,0,0,-26.915474113800315,0
FEB0306,2011-04-18,0,0,-0.692388082700063,0
UCH0519,2011-02-02,0,0,-21.387727140010725,0
SJW0451,2010-02-09,0,0,-0.4596809819545342,0
FPC0954,2010-12-02,0,0,-0.7064905313396821,0
VFM0814,2010-07-27,0,0,-26.21007149160505,0
TSB0437,2011-05-09,0,0,-17.074237342500282,0
PIS0522,2010-08-31,0,0,-21.308679646671635,0
DTT0076,2010-05-11,0,0,-12.513034452872034,0
HRD0635,2010-04-16,0,0,-20.571883323295424,0
DVW0103,2010-09-17,0,0,-1.0523217553580935,0
MSD0939,2011-02-04,0,0,-27.948701740978095,0
KBP0008,2011-03-21,0,0,-22.404246098783688,0
HXL0968,2010-10-05,1,1,-0.07465997635051735,0
MCT0720,2010-07-29,0,0,-0.22543925009529175,0
JXH0493,2010-10-01,0,0,-4.584382875046231,0
LTS0860,2010-03-23,0,0,-4.25823244094488,0
TEM0977,2010-03-29,0,0,-21.583626240172862,0
HVB0037,2010-05-04,0,0,1.9397826783591654,0
CLS0296,2010-10-28,0,0,-0.029480686207648432,0
DOP0562,2010-03-25,0,0,-27.486546770268546,0
SAC0687,2010-11-29,0,0,-25.699113827952146,0
BJH0354,2010-07-07,0,0,-25.31919980596308,0
FKK0055,2010-04-21,0,0,-21.97279713522471,0
DID0650,2010-07-22,0,0,-20.538159584777077,0
MCF0327,2010-01-06,0,0,-5.626371944268158,0
PKB0429,2010-04-28,0,0,-13.552850166488042,0
BJP0134,2011-01-28,0,0,-5.594251405011391,0
CAB0614,2010-10-25,0,0,-6.515865089333829,0
ASB0796,2010-03-18,0,0,-0.3826965412864638,0
DJB0159,2010-03-18,0,0,-17.79721513393247,0
TUC0632,2010-01-25,0,0,-18.6549801239089,0
TNM0961,2010-09-08,0,1,-3.533426611587288,0
GCC0945,2010-05-04,0,0,-1.912432975742263,0
YWW0660,2010-06-23,0,0,-19.39699590906605,0
BMT0528,2011-01-05,0,0,-19.591256246888634,0
CMW0783,2010-05-24,0,0,-19.88698136452581,0
MDM0625,2010-10-28,0,0,-4.955337176402168,0
RNF0765,2010-11-23,0,0,-19.88698136452581,0
CCM0136,2010-09-03,0,0,-2.0829632363322617,0
EHB0420,2010-06-24,0,0,-20.801082593658066,0
BAM0611,2010-12-27,0,0,-8.363368932325898,0
KLM0639,2010-07-14,0,0,-22.102131168685446,0
JPW0741,2010-12-03,0,0,-5.922516625294747,0
SED0886,2010-05-14,0,0,-19.176284260622765,0
OYM0026,2010-09-28,0,0,-6.3968357093027635,0
BDV0168,2010-06-28,0,1,-4.187145814064024,0
TRK0914,2011-02-17,0,0,1.0534444502533233,0
FKK0055,2011-04-01,0,0,-23.720927278564545,0
AIP0982,2010-08-05,0,0,-21.77686866296517,0
ALC0788,2010-12-14,0,0,-1.086651957148888,0
HMM0108,2010-01-13,0,0,-14.351339322035983,0
MVB0515,2011-02-25,0,0,-20.23331772959432,0
HPR0585,2010-05-18,0,0,-1.3361854307088379,0
ASG0048,2010-10-01,0,0,-28.200040296385737,0
AHC0142,2010-01-18,0,0,-25.839697176240747,0
FLM0213,2011-02-17,0,0,4.106019210563659,0
WGR0833,2010-01-15,0,0,1.4481445480051889,0
HBB0056,2010-02-11,0,0,-22.54536867642628,0
AJR0319,2010-10-22,0,0,-5.915132997431783,0
PBP0002,2011-02-10,0,0,-26.73817792528621,0
RDT0424,2010-09-24,0,0,-3.1962203733501156,0
UIR0043,2011-05-16,0,0,-21.183944373513327,0
ZSB0649,2011-02-09,0,0,-19.620651265621632,0
ZSB0649,2010-02-09,0,0,-18.99973306826348,0
AAN0823,2010-03-02,0,0,-0.9964347838972571,0
LNR0656,2010-07-21,0,0,-17.837645431050646,0
TSM0927,2010-09-07,0,0,-21.85502857357517,0
ABH0663,2010-04-23,0,0,-2.0259660493378533,0
CQH0701,2010-04-20,0,0,-4.063710086813899,0
FEB0306,2010-05-27,0,0,-2.334192161864621,0
KBB0189,2010-05-24,0,0,-26.33834625832617,0
JML0909,2010-04-28,0,0,-22.01558496769303,0
LHN0151,2010-07-19,0,0,-1.0974488056076552,0
CRP0456,2010-02-25,0,0,-0.7224114404158399,0
MCF0600,2010-02-02,0,1,-0.029480686207648432,0
AJF0370,2010-08-10,0,0,-19.73194654905103,0
MNC0717,2010-03-04,0,0,-2.850283553535405,0
CJV0286,2011-02-17,0,0,-18.439849444618062,0
ACV0812,2010-11-04,0,0,-28.36559258302725,0
CLF0852,2010-01-21,0,0,-1.89801406241952,0
MHG0244,2010-01-15,0,0,-16.265965496652484,0
BBH0810,2010-09-03,0,0,-27.08152799425045,0
SAC0687,2010-08-03,0,0,-25.917232746783725,0
EMW0772,2011-01-26,0,0,-21.708390651625564,0
CCR0863,2010-06-02,0,0,-5.448978704404226,0
KLM0639,2010-12-08,0,0,-19.231750392577737,0
VCC0396,2010-12-02,0,0,-7.42463151250854,0
AOS0987,2010-01-07,0,0,-3.6624277818548308,0
MAW0166,2010-01-08,0,0,-24.993291731739873,0
RHP0484,2010-07-16,0,0,-7.558859088715735,0
ESA0642,2011-01-11,0,0,-20.91921002472452,0
GNZ0953,2011-03-30,0,0,-1.0498541092994174,0
AQD0820,2010-07-06,0,0,-8.702148644238264,0
SVL0803,2011-02-04,0,0,0.7592802578387818,0
DIC0988,2010-05-11,0,0,4.05503178510628,0
UCH0519,2010-03-03,0,0,-21.14364623941958,0
JLM0364,2010-04-07,0,1,-22.26238255573685,0
HRB0351,2011-03-09,0,0,-14.475304914155572,0
WIF0691,2010-04-08,0,0,-21.82092024943745,0
KJP0371,2010-05-17,0,0,-22.20880600236626,0
CPG0322,2010-11-01,0,0,-4.343350444146381,0
JKF0465,2010-12-01,0,0,-0.9964347838972571,0
CCM0136,2011-03-08,0,0,-2.859977556439503,0
BHC0665,2010-08-20,0,0,-16.498351445226263,0
HRB0351,2010-07-12,0,0,-14.414109674640713,0
CCW0031,2011-01-06,0,0,-25.160420187250452,0
DLH0029,2010-03-09,0,0,0.24057922883594074,0
EDB0714,2010-11-10,1,1,-5.157842739175976,0
NKH0979,2010-08-17,0,0,-19.690687042226045,0
SJC0333,2011-02-23,0,0,-14.0619658528841,0
SJF0094,2010-08-17,0,0,-4.468033285723777,0
RSC0089,2011-05-02,0,0,-16.77128526999411,0
KNB0022,2011-02-28,0,0,-20.56965831052844,0
DGW0752,2010-02-10,0,0,-8.589146398353137,0
TLH0648,2010-01-26,0,0,-18.258900249924295,0
LFS0071,2010-10-19,0,0,-9.966365920725707,0
DRR0162,2010-03-29,0,1,-23.715237778992105,0
HTH0007,2011-01-12,0,0,-23.255321952743316,0
SDO0170,2011-03-22,0,0,-7.171039821857221,0
SOF0808,2011-01-31,0,0,-26.945079842309156,0
EDB0714,2010-08-16,0,1,-2.7359096297396945,0
AHC0142,2011-03-25,0,0,-25.292156786394116,0
OCB0805,2010-09-14,0,0,-0.6170868072063058,0
LBC0356,2010-02-03,0,0,-22.0078279993744,0
ADC0391,2010-08-09,0,0,-6.71171489697258,0
WLV0566,2010-10-18,0,0,-7.568470129187062,0
QNP0216,2010-08-05,0,0,-21.613705007722956,0
JJH0613,2010-06-18,0,0,-3.393355893275725,0
NNA0610,2010-04-16,0,0,-4.060167691461629,0
MIL0255,2010-04-15,0,0,-19.42917571266628,0
HGN0287,2011-04-18,0,0,-16.05236501252739,0
JKF0465,2011-05-13,0,0,-0.7064905313396821,0
FPC0954,2011-02-07,0,0,-0.7369174506420677,0
HOB0994,2010-08-02,0,0,-12.17804072667468,0
KAT0270,2011-02-22,0,0,-20.137326016263614,0
NWT0098,2010-10-06,0,1,-22.223351712495287,0
GHH0288,2010-03-15,0,0,-0.6480125171716509,0
LNS0989,2011-04-11,0,0,4.18555215230549,0
ORG0339,2010-11-22,0,0,-18.76610081770889,0
BLS0678,2010-03-18,0,1,2.31011399294448,0
ARA0252,2010-08-05,0,0,-19.717362510289377,0
BIS0247,2010-07-30,0,0,-12.406386738129186,0
SIJ0661,2010-03-10,0,0,16.45455112693446,1
LHB0967,2010-07-27,0,0,-0.3858800300046141,0
TAC0300,2010-03-30,0,0,-2.2832896928276796,0
NHE0919,2010-04-14,0,0,-24.365344105481995,0
VIA0063,2010-05-10,0,0,-24.36261841565397,0
KNG0672,2010-05-14,0,0,-10.644141428454532,0
AKW0167,2011-04-05,0,0,-27.60596707447644,0
BJH0354,2011-01-25,0,0,-27.573567788425066,0
OLF0504,2010-05-10,0,0,-7.134974812609698,0
SAC0687,2010-07-09,0,0,-27.40572196772075,0
BJH0354,2010-11-04,0,0,-27.906723793695505,0
KJA0152,2010-01-08,0,0,-26.6647141427635,0
AJF0370,2010-07-23,0,0,-18.50497248840975,0
KRV0372,2010-07-19,0,0,-22.051037072682107,0
BNG0237,2011-02-18,0,0,-7.66023972615892,0
TJG0582,2010-05-03,0,0,-0.4596809819545342,0
IIA0092,2010-08-18,0,0,-10.852314861422656,0
JMC0925,2010-02-11,0,0,-5.710037093823871,0
HVB0037,2011-02-24,0,0,0.9968736675367609,0
JIM0095,2010-11-12,0,0,-27.81594712938181,0
QSV0778,2011-03-22,0,0,-18.43011282349198,0
HCM0267,2010-11-03,0,0,-6.6254196378504275,0
JNJ0556,2010-03-16,0,0,-22.784462361857322,0
ATF0274,2010-08-27,0,0,-23.232688654548497,0
BCR0581,2010-02-15,0,0,-2.002929425185016,0
LAM0911,2010-06-09,0,0,13.264046490643068,1
FIR0920,2010-02-22,0,0,-21.116812511117928,0
DRR0242,2010-01-20,0,0,-28.69324222259968,0
KRL0062,2010-04-19,0,0,-27.738524086486905,0
MNC0717,2010-11-11,0,0,-2.664251022285498,0
BEC0505,2010-02-15,0,0,-7.553730070259803,0
MGS0974,2011-01-25,0,0,-20.77156923487769,0
KNW0644,2010-02-01,0,0,-18.6549801239089,0
ASV0946,2010-02-24,0,0,-2.0971852354233533,0
BWP0202,2010-12-22,0,0,-2.1740496092971853,0
CMS0454,2010-04-07,0,0,-0.9603885267399619,0
MFV0897,2011-02-15,0,0,-21.51994785334091,0
CJM0521,2010-04-30,0,0,-18.36354071104654,0
RCC0617,2010-11-29,0,0,-6.521696070812482,0
MBR0724,2010-08-04,0,0,-1.5738480095105842,0
BDB0453,2010-06-18,0,0,-0.029480686207648432,0
CNB0900,2010-06-08,0,0,-18.428991344851966,0
RGG0064,2010-07-29,0,1,-4.952014580765535,0
BLS0678,2010-06-16,0,1,-1.4401821941122535,0
AJD0074,2010-07-27,0,0,-24.05288014272537,0
ALD0529,2010-07-16,0,0,-20.864226899001437,0
ALD0529,2010-08-04,0,0,-19.84594124681803,0
AHC0142,2010-01-15,0,0,-24.83741780032608,0
BTS0011,2010-04-22,0,0,-17.805838711668002,0
IIL0513,2010-09-20,0,0,-20.32902452804808,0
JKM0303,2011-05-13,0,0,-1.6680305294240725,0
MLD0755,2011-04-01,0,0,-5.551203785567282,0
RAS0432,2010-02-23,0,0,-11.867834245645327,0
MOP0763,2010-12-20,0,0,-21.68843689264645,0
NIH0969,2010-11-24,0,0,-4.331719763086312,0
MFV0897,2010-08-09,0,0,-19.830551687494108,0
WIF0691,2010-10-19,0,0,-20.95049741308992,0
CQH0730,2010-01-07,0,0,-6.22783390325219,0
CKB0482,2010-11-29,0,0,-5.993103674922281,0
ADC0391,2010-07-29,0,0,-8.492535265547758,0
DGF0443,2010-05-04,0,0,-16.735627971196436,0
CJM0521,2010-07-07,0,0,-19.591256246888634,0
JJB0700,2011-01-10,0,0,-0.9964347838972571,0
LMF0980,2010-02-25,0,0,-21.781241232395928,0
NNS0059,2010-08-25,0,0,-23.180290685389878,0
TDJ0998,2010-08-05,0,0,-16.90841154351017,0
LUR0896,2010-07-03,0,0,-12.361486415397508,0
ONL0276,2011-03-23,0,0,-25.36954622221299,0
BJH0811,2010-01-06,0,0,-29.015767950727877,0
PIS0522,2010-07-22,0,0,-20.519619400655756,0
HDH0928,2010-03-10,0,0,-3.04900153804374,0
SBH0537,2010-06-23,0,0,-26.20610123631036,0
XRS0633,2010-04-12,0,0,-18.703218254158173,0
DDA0476,2011-02-07,0,0,-5.295135825435409,0
CLB0774,2010-05-04,0,0,-22.63452582143657,0
QCH0110,2010-08-10,0,0,-22.405398223773545,0
NMC0486,2010-12-06,0,0,-6.080675222875584,0
RRA0938,2010-03-16,0,0,-7.9341202278423,0
ASB0796,2010-08-26,0,0,0.34012348316218777,0
CSL0949,2010-02-04,0,0,-0.7064905313396821,0
OHC0973,2010-10-12,0,0,-1.1260412373189865,0
SDB0106,2010-04-23,0,0,-17.11823470974241,0
JZD0888,2010-01-04,0,0,-20.412769216833453,0
RSC0089,2010-01-11,0,0,-19.623688609200258,0
CJG0470,2010-06-14,0,0,-2.5114861009300284,0
JAD0609,2011-04-13,0,0,-8.287586917675071,0
TSM0927,2011-02-18,0,0,-23.687336809788803,0
KVT0028,2010-06-16,0,0,-6.037252716787066,0
MKL0941,2010-01-19,0,0,-1.5410959335227972,0
MKS0204,2010-06-15,0,0,-6.5766676576416785,0
BKW0374,2010-06-01,0,0,-22.099267560183534,0
GCC0945,2010-04-08,0,0,-1.0498541092994174,0
ATP0662,2010-12-28,0,0,-24.94334419882773,0
ARB0834,2010-06-09,0,0,-2.822060863980596,0
PTH0830,2010-06-24,0,0,-0.7064905313396821,0
FUM0015,2010-09-24,0,0,-16.778771039966955,0
EPW0434,2010-06-24,0,0,-10.491133765624454,0
CSJ0340,2010-03-02,0,0,-19.625491027840667,0
QRM0739,2010-03-18,0,0,2.1995324218253245,0
EHB0824,2010-03-10,0,1,-0.3858800300046141,0
QNF0205,2010-03-11,0,0,-6.608063594904024,0
CAN0842,2010-08-30,0,0,-1.1260412373189865,0
AGB0186,2010-05-26,0,0,-18.68565118163633,0
ASL0378,2010-07-29,0,0,-20.76193947618151,0
CTA0020,2011-04-21,0,0,-19.647291142060908,0
CTA0020,2011-01-04,0,0,-21.154945014740406,0
HAV0121,2011-01-12,0,0,-12.824635728523049,0
AKF0709,2010-02-24,0,0,-1.5738480095105842,0
BBG0325,2010-06-02,0,0,-4.9576953696569035,0
VTT0385,2010-12-27,0,0,-22.195328242698793,0
CMM0487,2011-03-18,0,0,-8.309565703058752,0
FRL0511,2010-03-03,0,0,-21.335937955741997,0
FSB0399,2010-10-14,0,0,-11.256535148200555,0
RDM0150,2010-08-09,0,0,-7.228459423913591e-05,0
KJW0416,2010-03-16,0,0,-10.517231446504638,0
WKD0013,2010-12-22,0,0,-19.35406273017668,0
WTF0387,2010-10-15,0,0,-0.27099057885152433,0
CMS0454,2010-04-19,0,0,-2.5114861009300284,0
QJR0688,2010-03-16,0,0,-26.022222347706816,0
MOH0273,2011-04-01,0,0,-18.058806530562265,0
JCR0172,2010-02-10,0,0,-4.82057454260098,0
CLS0296,2011-04-25,0,0,-2.1998743259766798,0
FWM0707,2011-03-31,0,0,-2.1161642202648636,0
AMD0077,2010-03-30,0,0,-14.080945342483801,0
VMJ0147,2010-08-10,0,0,-24.929678980340896,0
JGT0221,2010-06-18,0,1,-20.99219535860209,0
TSB0437,2010-12-09,0,0,-20.844096365091673,0
IRT0491,2010-01-29,0,0,-6.362844735628983,0
MSS0001,2010-06-08,0,0,-15.872895222888133,0
HRL0540,2010-05-26,0,0,-10.490108838427886,0
YDN0198,2011-01-11,0,0,-26.904640072648704,0
BJH0811,2010-01-05,0,0,-27.165834527532184,0
KAT0489,2010-01-06,0,0,-8.583888249757933,0
GCL0016,2011-04-14,0,0,-28.14905195777169,0
JMW0638,2010-01-05,0,0,-20.40186915401432,0
AKC0924,2010-08-06,0,0,-22.04042602032098,0
QNP0216,2011-03-11,0,0,-21.878076517501995,0
CJK0200,2010-03-15,0,0,-1.6044632481466579,0
LNR0656,2010-11-09,0,0,-19.48816434827006,0
CBB0365,2010-06-15,0,0,-20.644415226432443,0
LMF0980,2010-09-29,0,0,-20.64050680283924,0
BSS0369,2010-01-06,0,1,-17.31802998246485,0
JGT0221,2010-01-20,0,1,-19.978537616254016,0
ZDW0859,2010-09-28,0,0,-3.5800797677914034,0
BHC0665,2010-07-30,0,0,-16.429635594652154,0
OMS0101,2011-02-23,0,0,-25.319460121623024,0
HWH0646,2010-12-08,0,0,-20.17509865665727,0
HRL0540,2011-02-11,0,0,-13.733040138487809,0
TBT0461,2011-04-20,0,0,-0.9964347838972571,0
DGN0480,2010-08-12,0,0,-5.270980888130339,0
LNS0989,2010-05-26,0,0,5.276941448764887,0
AJH0175,2011-02-15,0,0,-4.1264232691082725,0
VMJ0147,2010-08-16,0,0,-25.76794114209656,0
TJD0996,2010-08-13,0,0,-18.343041057066102,0
WVB0539,2010-03-16,0,0,-26.53417382441978,0
HJB0742,2010-04-22,0,1,-5.059873450237205,0
GLR0975,2010-05-28,0,0,-20.53104387042322,0
HWM0342,2010-04-05,0,0,-19.49391359838046,0
RVC0232,2010-12-01,0,0,-2.486648132499454,0
KJM0887,2010-03-15,0,0,-21.335937955741997,0
CRK0916,2010-06-08,0,0,-8.132734645598362,0
HGN0287,2010-03-18,0,0,-18.475798741665017,0
AJL0462,2010-04-30,0,0,-1.8188369362990215,0
BSS0463,2011-02-10,0,0,-1.112927565131713,0
HKF0831,2010-06-09,0,0,-0.9964347838972571,0
AJD0074,2010-01-06,0,0,-27.90639518545356,0
TJG0582,2010-04-12,0,0,-3.2683919445329366,0
AJR0319,2010-11-24,0,0,-5.3335194753123005,0
CQH0701,2010-01-21,0,0,-2.0812409259100377,0
JSA0775,2010-06-18,0,0,-20.334431870885965,0
CRO0027,2010-02-05,0,0,-5.005253267790977,0
BCM0653,2010-11-17,0,0,-18.966040526622578,0
GCS0571,2010-02-24,0,0,-0.692388082700063,0
PMC0328,2010-03-02,0,0,-19.4427867203417,0
DTP0379,2010-11-16,0,0,-9.946150008001837,0
KMS0657,2011-02-09,0,0,-17.63690291337332,0
ADF0397,2011-03-07,0,0,-4.4150060548263355,0
LJB0826,2010-12-22,0,0,-0.22543925009529175,0
BAM0611,2010-10-22,0,0,-6.169010067574959,0
TYB0779,2010-08-27,0,0,-21.382955388474898,0
WKD0013,2011-01-11,0,0,-18.02329944733765,0
CJV0286,2010-01-04,0,0,-21.440585778851982,0
SLP0762,2010-07-27,0,0,-19.88698136452581,0
FRR0832,2011-02-25,0,0,-0.7064905313396821,0
JBD0616,2010-08-05,0,0,-6.182092722688026,0
SAH0599,2010-09-14,0,0,-0.4596809819545342,0
YIC0195,2010-10-05,0,0,-1.3488952555618425,0
HAV0121,2010-09-27,0,0,-12.695552456243036,0
AHC0142,2011-02-18,0,0,-27.48298880138202,0
IRT0491,2010-02-05,0,0,-7.277515661428765,0
KJS0618,2010-12-29,0,0,-7.5678073828744346,0
KWE0082,2010-06-25,0,0,-16.277940456971237,0
CSP0197,2010-05-19,0,0,0.06687602575709661,0
AMJ0297,2011-01-06,0,0,-0.029480686207648432,0
DRR0242,2010-10-13,0,0,-29.089785084736377,0
SVL0940,2011-01-10,0,0,-5.159238444484004,0
VCY0751,2011-03-18,0,0,-6.9433971257291205,0
BLL0929,2010-01-12,0,0,-25.536891382643716,0
GKO0078,2011-02-01,0,0,-14.014407671500862,0
TJD0996,2010-02-04,0,0,-18.22544227457786,0
ECF0828,2010-05-04,0,0,-0.9964347838972571,0
SBN0971,2010-01-05,0,0,-3.6173288383779436,0
AIP0982,2010-03-23,0,0,-19.79619461747859,0
SKG0759,2010-08-04,0,0,-20.412769216833453,0
JNJ0556,2010-07-20,0,0,-22.663480084370917,0
DRR0242,2010-11-24,0,0,-28.57324316794802,0
HLM0933,2010-04-16,0,0,-4.289824936057471,0
EGK0893,2011-03-28,0,0,-21.335937955741997,0
ILC0838,2011-04-26,0,0,-1.0831116803301484,0
CRP0456,2010-01-26,0,0,-0.029480686207648432,0
JFC0557,2010-07-06,0,0,2.1133453345473754,0
HGN0287,2010-12-10,0,0,-15.789750928664148,0
ETR0177,2010-07-22,0,0,-26.184165280930415,0
ZSL0305,2011-04-26,0,0,-0.029480686207648432,0
RHL0992,2010-05-17,0,1,-7.837342940082067,0
HMW0713,2010-02-02,0,0,-0.3858800300046141,0
KPP0452,2010-02-08,0,0,-3.2814880105289603,0
LHL0309,2011-02-16,0,0,-5.845897708844518,0
YJV0699,2010-03-22,0,0,-0.7369174506420677,0
BCR0581,2011-01-20,0,0,-4.264906485433357,0
PGO0433,2010-04-15,0,0,-6.843208864811459,0
RMS0266,2011-04-14,0,0,-9.222732935233239,0
CLD0894,2010-12-22,0,0,-21.21294958209728,0
BLB0114,2010-09-28,0,0,-17.32240146734557,0
HPR0585,2011-04-19,0,0,-0.692388082700063,0
SLT0907,2010-08-12,0,0,-14.631135209324725,0
GNS0178,2010-12-20,0,0,-15.518424441244633,0
HWW0436,2011-01-31,0,0,-7.585417765013062,0
AVM0947,2010-08-09,0,0,-5.983667647039397,0
ECL0930,2010-03-22,0,0,-26.782014653922033,0
DBS0235,2011-01-05,0,0,-21.12858256264792,0
BJP0134,2010-07-14,0,0,-5.536191574068084,0
NKH0807,2010-10-14,0,0,-29.588837917418573,0
AJL0462,2010-10-15,0,0,-2.959420495691461,0
BDB0453,2010-12-28,0,0,-0.3858800300046141,0
MJM0510,2010-11-24,0,0,-19.961473945176294,0
LLV0602,2011-01-12,0,0,-3.940273917261379,0
WIF0691,2010-11-22,0,0,-22.462007380350542,0
BBH0810,2010-07-26,0,0,-27.464712446131216,0
DOP0562,2010-05-17,0,0,-28.716185924394722,0
RFP0380,2010-10-13,0,0,-2.9924455385449846,0
AKF0709,2010-11-05,0,0,-0.3858800300046141,0
IKP0472,2010-11-04,0,0,-2.678655105996654,0
SMY0792,2010-12-21,0,0,-1.8277546779688691,0
KRL0062,2011-04-05,0,0,-26.747761839936857,0
HSP0290,2011-03-28,0,0,-0.7224114404158399,0
ONW0083,2010-07-14,0,0,-15.655767235567623,0
DJB0159,2010-08-18,0,0,-18.874157301095238,0
SLT0907,2010-03-12,0,0,-19.849755086682308,0
HJA0018,2010-04-20,0,0,-19.816239855780395,0
PMC0328,2011-02-08,0,0,-19.639298382421543,0
FHS0837,2011-02-03,0,0,-1.0831116803301484,0
CRO0027,2011-05-10,0,0,-4.353561111605018,0
AMM0014,2011-01-21,0,0,-22.226983518180873,0
AAV0450,2011-04-12,0,0,-0.4596809819545342,0
AJP0723,2010-11-04,0,0,-2.5114861009300284,0
HAV0121,2011-04-05,0,0,-8.9708354002438,0
IIL0513,2010-08-07,0,0,-20.485436832390178,0
BHC0665,2010-06-23,0,0,-17.48218353691277,0
ALD0529,2010-05-19,0,0,-20.037017198954686,0
PMC0328,2010-08-26,0,0,-17.827843819719646,0
ALD0544,2010-06-07,0,0,2.449725901488023,0
MOH0273,2010-02-01,0,0,-17.890459447154853,0
WPE0538,2011-04-11,0,0,-1.2774243827337841,0
MAS0025,2010-10-15,0,1,-18.38403991887799,0
JKF0465,2011-03-16,0,0,-0.7224114404158399,0
SBH0537,2010-11-16,0,0,-26.554882435811578,0
LBH0942,2010-08-27,0,0,-2.645677662452954,0
TAP0551,2010-05-11,0,1,-9.515076592265473,0
NKH0979,2010-05-11,0,0,-20.705704697611054,0
OQH0183,2010-10-11,0,0,-17.722415304312676,0
JFC0557,2010-03-29,0,0,-4.438504737190556,0
UJC0737,2010-02-08,0,0,-7.470493727914686,0
JAV0361,2010-10-15,0,0,-23.106917836706202,0
TPH0474,2010-11-15,0,0,-0.3858800300046141,0
JSH0330,2010-01-13,0,0,-18.68565118163633,0
ADC0391,2011-04-07,0,0,-12.117773616768318,0
KAT0270,2010-06-17,0,0,-20.539649191486546,0
FPC0954,2010-02-10,0,0,-0.9964347838972571,0
KVS0425,2010-11-17,0,0,-9.45291468623418,0
IBP0883,2010-10-28,0,0,-19.132940660568806,0
MLP0668,2010-05-05,0,0,-1.4409683508599755,0
ACC0042,2011-01-26,0,0,-20.934708737859182,0
SMY0792,2011-04-05,0,0,-0.14071355130170105,0
QSV0778,2010-06-14,0,0,-20.412769216833453,0
EJW0884,2011-04-21,0,0,-21.30001129515665,0
LBF0214,2010-01-29,0,0,6.599633170492439,0
MDH0580,2010-02-18,0,1,-1.305030233370303,0
IDO0176,2010-12-09,0,0,-3.9729148991659713,0
SEJ0677,2010-02-10,0,0,-4.1909984872131645,0
BTN0061,2010-03-16,0,0,-21.96514220272161,0
CNB0900,2010-05-27,0,0,-19.591256246888634,0
SOB0360,2010-09-13,0,0,-22.735295097567814,0
QPM0727,2010-02-11,0,0,-6.234402703552973,0
BKW0374,2011-01-25,0,0,-22.62191543852873,0
ALD0529,2010-10-14,0,0,-17.571469135015604,0
MIB0904,2011-05-02,0,0,-21.32394317670355,0
ARA0252,2010-02-02,0,0,-17.06234713649826,0
ECL0930,2010-05-04,0,0,-27.909005793842766,0
GKO0078,2010-02-03,0,0,-11.428125079528286,0
KKS0119,2010-07-20,0,0,-23.268089089575255,0
ASS0517,2010-08-24,0,0,-22.01558496769303,0
DDM0579,2010-09-27,0,0,-0.7224114404158399,0
MCT0720,2010-11-02,0,0,-0.7261734935627828,0
BSS0463,2010-11-16,0,0,-0.9603885267399619,0
NCH0179,2011-04-29,0,0,-26.700097727164803,0
ZSL0305,2010-12-02,0,0,-1.2191903865591485,0
TVS0006,2010-08-13,0,0,-25.171480572539963,0
CEL0561,2011-02-17,0,0,-29.29100881508225,0
TQS0212,2010-06-11,0,0,1.2781133342047042,0
YDN0198,2010-02-26,0,0,-27.141640332435145,0
VAA0087,2010-11-22,0,0,-18.83722255676139,0
SRS0231,2011-04-18,0,0,-22.655440964440913,0
IYB0918,2010-08-02,0,0,-22.28794023887349,0
MAH0864,2010-07-01,0,0,-6.081589602842428,0
THR0873,2010-02-19,0,0,-2.0633584777863234,0
TYB0779,2010-12-27,0,0,-19.35631405932122,0
TDG0962,2010-05-13,0,0,-2.696551447708657,0
BDV0168,2010-04-15,0,1,-6.083093036864625,0
SAH0599,2011-04-06,0,0,-0.7224114404158399,0
RRP0568,2011-04-26,0,0,-23.75549412975215,0
LRW0970,2010-02-15,0,0,-0.9964347838972571,0
AAL0706,2010-08-06,0,0,-0.3858800300046141,0
BMM0112,2010-08-27,0,0,-19.830551687494108,0
HDS0367,2010-11-11,0,0,-17.726493527910407,0
ARL0034,2010-04-26,0,0,1.4937737339264459,0
WTR0563,2011-01-06,0,0,-28.404750170124657,0
MIM0712,2011-01-25,0,0,-0.7369174506420677,0
CJM0138,2010-09-07,0,0,-0.029480686207648432,0
ATP0662,2010-10-01,0,0,-23.2866182467086,0
LDG0459,2010-06-25,0,0,-3.8327611235787344,0
SBN0866,2011-01-27,0,0,-5.345319064145656,0
HAC0282,2010-09-02,0,0,-18.024256368379838,0
RZC0746,2010-09-11,0,0,-7.470341251166474,0
PTH0552,2011-05-10,0,0,0.15898167104785443,0
MLM0950,2011-03-21,0,0,-5.043371839357064,0
ASM0575,2010-05-27,0,0,-0.029480686207648432,0
DKB0631,2011-02-23,0,0,-15.050366602902841,0
RRP0568,2010-08-10,0,0,-22.85134821623012,0
HJB0742,2010-09-14,0,1,-5.810534090841202,0
CHM0821,2011-02-18,0,0,0.6546912340430708,0
RCP0785,2011-04-12,0,0,-21.13389431422695,0
FMG0527,2010-05-25,0,1,-21.708390651625564,0
MGS0974,2011-02-09,0,0,-21.959491648655785,0
